"whiskey_id","author_id","review"
4586,6,"Initially matured in recharred puncheons then transferred for an unspecified period into virgin American oak casks. The nose offers icing sugar and soft toffee vanilla clementine and wood varnish. More icing sugar with orange and fudge on the palate plus wood spice and an herbal note. Fruity through the finish while spice builds with a hint of aniseed at the close. An interesting alternative to the classic sherry-rich GlenDronach style."
4587,6,"Like its elder sibling Loch Lomond 12 year old is presented in non-chill filtered form and in this case matured in a mix of bourbon refill and recharred casks. Ripe apricots vanilla and a suggestion of peat smoke on the nose.  The full palate offers oranges and pears plus developing spicy malt and mild peatiness. Long in the finish with spicy fruit notes. Drying with subtle tannins."
4588,6,"The maturation regime of this Clynelish involves first-fill American oak barrels rejuvenated and refill American oak hogsheads plus bodega and refill European oak butts. The minimum age in the assemblage is 15 years and 2946 bottles are available.  A complex perfumed nose with scorched grass developing vanilla fudge and freshly-peeled orange. Classic Clynelish waxiness on the palate with toffee more orange peach digestive biscuits cinnamon and developing pepper. The lengthy creamy finish features chocolate-coated orange candy and ginger."
4589,6,"Navigator honors Old Pulteney’s seafaring heritage and promotional links with matters marine. The expression carries no age statement is non-chill filtered and has been matured in a mixture of bourbon and sherry casks. The nose features vanilla sherry American cream soda ginger orange peel and cocoa powder. Complex. Mouth-tingling spices: ginger and nutmeg on the palate with more oranges and cocoa. Dries slowly slightly powdery with persistent citrus fruit and a hint of brine. Value Pick."
4590,6,"Following on from its limited edition 21 year old release Dalmore has introduced a 30 year old expression with 888 numbered bottles being available. Matured in a mix of Matusalem oloroso and Amoroso oloroso sherry butts sourced from the Gonzales Byass bodega. The nose is slightly meaty with coffee sherry and stewed apple. Supple on the palate with dark spicy orange black currant cordial and marzipan. Spicy tannins kick in during the very long fruity finally mouth-drying finish."
4591,9,"This whisky shows the true potential of Mortlach -- and at a youthful age too! Quite fragrant and very complex on the nose and palate. Chewy toffee with almonds vanilla fudge ripe barley and nougat with underlying pit fruits dried spice and a hint of leather on the finish. Very fulfilling."
4643,9,"Style: Highland single malt scotch Color: Gold Aroma: Quite fruity (especially apples). Hint of honey and caramel with subtle background oak. Prickling alcohol before the addition of water. Palate: Smooth and mouth-coating. Nicely balanced. Delicately honeyed fruit notes up from followed by oak and toffee becoming dry and spicy with pleasant lingering oak."
4592,1,"The darkness of the hue of this the second official release of a 40 year old from Balvenie gives an indication of how intense the relationship between cask and spirit has been over its long sequestration. It emerges brimming with dense aromas such as tamarind paste treacle and Black Forest gateau. Amazingly on the palate there’s a lift of vanilla-like sweetness before the heavier and drier elements close down on the finish. Incredibly limited; only 150 bottles produced. £2500"
4593,1,"The hue is deep amber and the nose is equally resonant and rich. This is Glenrothes in its most muscular guise so that while you have the normal layers of fruity complexity there is an extra weight. Think of citrus peels sticky dates walnuts and fruit leather. The palate is soft and rolling with light tannin. For me it’s at its best au naturel."
4594,6,"The latest addition to Glen Moray’s Classic range was aged in bourbon barrels and finished in cabernet sauvignon wine casks. Raspberry cordial is prominent on the nose with soft toffee marzipan and coconut. The raspberry carries over from the nose to the palate with vanilla ginger and ultimately dark chocolate. Spicy in the finish with berry fruits and  subtle oak. Best Value"
4595,1,"Unusual insofar as this is the one chance a year that drinkers get to try Caol Ila’s other expression: the unpeated version which — and here’s a bit of history for you — helped save the distillery during the lean period of the whisky loch in the early 80s. Rather than this just being Caol Ila with the peat stripped out the team made  it in a different fashion — but there are still hints of commonality. 
For example the grassy note that usually lies beneath the smoke is the lead aroma here and it’s not any old grass but wet grass — like skidding on a football (soccer) field. The mind keeps looking for smoke but apart from a hint of birch smoke (which could come from the (refill) cask) it’s whistle-clean and fruity and with a touch of water fills with an aroma of toffee popcorn custard and pears. 
The palate continues in this light fashion with melon balls and fruit cocktail. This potentially bland fleshiness is given a perkiness thanks to the high alcohol and again a jag of acidity. Bizarrely on the finish I pick up slight saltiness. A fun dram."
4596,6,"This 38 year old Travel Retail-exclusive expression has been aged in bourbon casks and not chill filtered. It follows an initial batch of the same vintage released in 2011. The nose is perfumed with a resin note and developing vanilla and caramel popcorn. Demerara sugar and oak. Very fruity on the palate with oranges and lemons emerging spices and benign oak. Long in the finish with fruity oak. The additional maturation has given the fruity elements a greater profundity. (500 bottles)"
4597,1,"Light gold with good intensity and a more noticeable malty note than is common with this distillery as well as touches of daffodil and dried honeycomb. The wood influence appears minimal to start with but more vanilla creeps through in time; water brings out almond milk. Opens into clementine peel pomelo then cooked dessert apple. The palate is clean and forward; even slightly hot when neat. Remarkably assertive for a 25 year old."
4598,1,"Pale gold. Lightly floral and perfumed. The impression of honey on warm buttered scones. As it opens so this gentle complexity grows and gives a sense of some substance. Water reveals a hint of malt fruit syrups and pear blossom. The palate is creamy and needs a drop of water to reveal the acid/sweet flavor of white currant and a hint of marzipan. A classic example of a light whisky—and a distillery—which could easily be overlooked. Don’t. £74"
4599,9,"Bright gold color. Fresh appetizing aroma of vanilla malt honey brine and subtle tropical fruit. Light to medium in body and slightly oily in texture. Delicious fresh subtly complex flavors of vanilla malt sea salt subtle tropical fruit and fresh herbs finishing dry and lightly spicy. Since the owners of Murray McDavid also control the Bruichladdich distillery one would expect a good bottling. This is a good one indeed and very exciting to drink. It is nicely matured fresh and deliciously appetizing-almost mouth-watering."
